Customer ID,Churn Category
8194-PEEBY,0
3587-PMCOY,0
2202-CUYXZ,0
6147-CBCRA,1
8622-ZLFKO,0
6840-RESVB,0
0616-ATFGB,0
0419-YAAPX,0
5542-TBBWB,0
3957-HHLMR,0
0484-FFVBJ,0
0943-ZQPXH,0
0137-OCGAB,0
3932-IJWDZ,0
6383-ZTSIW,0
0042-RLHYP,0
4403-BWPAY,2
6457-GIRWB,0
2325-ZUSFD,0
9360-AHGNL,0
0620-DLSLK,0
1612-EOHDH,0
1335-MXCSE,1
8040-MNRTF,2
9625-QNLUX,1
9054-FOWNV,5
8679-LZBMD,0
4958-GZWIY,1
3679-XASPY,0
4059-IIEBK,0
6483-OATDN,0
0854-UYHZD,0
7188-CBBBA,0
3374-TTZTK,0
7064-JHXCE,0
4612-SSVHJ,0
9495-SKLKD,0
7244-KXYZN,0
3237-AJGEH,1
0945-TSONX,1
5639-NTUPK,0
7353-YOWFP,0
9947-OTFQU,1
4844-JJWUY,0
8218-FFJDS,0
5222-IMUKT,0
3410-MHHUM,0
2479-BRAMR,1
4683-WYDOU,1
2542-HYGIQ,0
2091-MJTFX,0
0117-LFRMW,0
4585-HETAI,0
5380-XPJNZ,0
7967-HYCDE,0
3470-BTGQO,0
0784-GTUUK,0
8882-TLVRW,0
3055-OYMSE,1
5402-HTOTQ,0
3778-FOAQW,1
6064-ZATLR,0
0013-SMEOE,0
1013-QCWAM,0
2320-YKQBO,0
2651-ZCBXV,0
2347-WKKAE,0
6221-AVQYL,0
0128-MKWSG,0
8779-QRDMV,3
5438-QMDDL,0
5196-SGOAK,0
8883-ANODQ,5
6137-MFAJN,1
5480-XTFFL,2
0594-UFTUL,1
5365-LLFYV,0
4006-HKYHO,0
2530-ENDWQ,0
4581-LNWUM,0
7459-RRWQZ,0
3363-DTIVD,1
9372-TXXPS,1
7377-DMMRI,1
5650-YLIBA,1
6620-HVDUJ,0
7860-KSUGX,0
4512-ZUIYL,0
9626-WEQRM,0
5919-TMRGD,0
8319-QBEHW,0
5701-SVCWR,4
1207-BLKSA,0
5696-CEIQJ,0
2011-TRQYE,0
7163-OCEQI,0
4159-NAAIX,0
2311-QYMUQ,0
4412-YLTKF,0
6647-ZEDXT,0
4464-JCOLN,0
5555-RNPGT,0
2325-WINES,0
6124-ACRHJ,1
4697-LUPSU,0
3950-VPYJB,1
2284-VFLKH,2
6870-ZWMNX,0
9305-CDSKC,0
6168-WFVVF,0
4090-KPJIP,3
7923-IYJWY,0
1334-PDUKM,1
1956-YIFGE,0
3707-GNWHM,0
7161-DFHUF,0
2990-OGYTD,0
8242-SOQUO,4
7993-NQLJE,1
2303-PJYHN,0
7493-GVFIO,0
5334-JLAXU,0
7538-GWHML,0
5148-ORICT,1
7851-WZEKY,0
8543-MSDMF,0
2122-YWVYA,0
8098-TDCBU,2
3230-JCNZS,1
3018-TFTSU,0
5349-IECLD,0
0956-ACVZC,0
9057-MSWCO,0
8722-NGNBH,0
5569-OUICF,0
4049-ZPALD,0
8565-CLBZW,0
4325-NFSKC,0
5917-RYRMG,0
0122-OAHPZ,0
5522-JBWMO,0
9069-LGEUL,0
6311-UEUME,0
4396-KLSEH,0
6131-JLWZM,1
0282-NVSJS,3
9987-LUTYD,0
8807-OPMBM,3
7673-LPRNY,4
3737-GCSPV,3
1227-UDMZR,0
0564-JJHGS,0
1597-LHYNC,0
7552-KEYGT,0
0621-TWIEM,0
7526-IVLYU,0
3910-MRQOY,0
1217-VASWC,3
6199-IWKGC,3
0491-KAPQG,0
7706-YLMQA,0
7572-KPVKK,1
0454-OKRCT,0
6682-VCIXC,0
3612-YUNGG,0
9964-WBQDJ,0
2332-EFBJY,1
6769-DYBQN,1
3935-TBRZZ,0
4824-GUCBY,0
4002-BQWPQ,0
6712-OAWRH,0
1735-XMJVH,0
0440-UEDAI,0
9297-EONCV,0
7682-AZNDK,3
5982-PSMKW,0
8812-ZRHFP,0
5177-RVZNU,0
3703-VAVCL,0
7590-VHVEG,2
7526-BEZQB,0
6968-URWQU,0
8992-JQYUN,0
0302-JOIVN,1
5414-OFQCB,1
1618-CFHME,3
1977-STDKI,0
8217-QYOHV,0
0363-SVHYR,5
9347-AERRL,3
5886-VLQVU,0
5231-FIQPA,0
8844-TONUD,0
6380-ARCEH,2
2817-NTQDO,0
1096-ADRUX,0
1989-PRJHP,0
5170-PTRKA,0
4350-ZTLPI,0
2916-BQZLN,4
4660-IRIBM,0
5702-KVQRD,0
0311-UNPFF,1
0899-LIIBW,0
6169-PPETC,0
7779-ORAEL,0
1494-EJZDW,0
1635-HDGFT,0
6202-JVYEU,1
4342-HFXWS,1
6625-FLENO,0
5934-TSSAU,0
3068-OMWZA,4
9314-QDMDW,0
8017-UVSZU,2
8510-BBWMU,0
2868-LLSKM,0
4939-KYYPY,0
8496-DMZUK,3
4895-TMWIR,0
7921-LMDFQ,0
8822-KNBHV,0
6356-ELRKD,0
2276-YDAVZ,0
2325-NBPZG,0
9667-TKTVZ,1
8731-WBBMB,0
7529-ZDFXI,0
1493-AMTIE,0
9894-QMIMJ,0
4471-KXAUH,0
7777-UNYHB,2
0233-FTHAV,3
8467-WYNSR,0
8590-YFFQO,0
0708-LGSMF,4
8006-PYCSW,0
0479-HMSWA,1
1561-BWHIN,1
8584-KMVXD,0
7940-UQQUG,0
6549-NNDYT,0
1982-FEBTD,0
3893-JRNFS,0
0407-BDJKB,3
1338-CECEE,0
7382-DFJTU,0
4846-WHAFZ,0
9881-VCZEP,0
7398-LXGYX,1
4139-JPIAM,0
8008-ESFLK,0
7821-DPRQE,0
5140-FOMCQ,0
6253-WRFHY,0
7854-FOKSF,4
7384-GHBPI,0
2900-PHPLN,0
6305-YLBMM,0
3170-GWYKC,0
0907-HQNTS,0
7115-IRDHS,0
4702-IOQDC,5
6899-PPEEA,0
5294-IMHHT,0
2710-WYVXG,0
7326-RIGQZ,4
2324-EFHVG,0
3129-AAQOU,0
5406-KGRMX,0
2903-YYTBW,0
8875-AKBYH,0
7850-VWJUU,0
0619-OLYUR,0
0440-QEXBZ,1
6135-OZQVA,0
1376-HHBDV,0
1017-FBQMM,1
9512-PHSMG,1
5975-BAICR,0
8174-TBVCF,0
8904-OPDCK,0
2656-FMOKZ,1
4054-CUMIA,0
3199-NPKCN,0
7641-EUYET,0
5242-UOWHD,0
6738-ISCBM,0
6214-EDAKZ,1
5027-QPKTE,0
3871-IKPYH,0
0103-CSITQ,1
7317-GGVPB,0
1567-DSCIC,0
2729-VNVAP,0
5939-SXWHM,2
8690-UPCZI,0
7997-EASSD,0
1814-DKOLC,0
8671-KKKOS,0
6259-WJQLC,0
6179-GJPSO,0
2604-IJPDU,0
2250-IVBWA,0
6726-WEXXK,1
4918-FYJNT,0
3938-YFPXD,0
2521-NPUZR,1
0017-DINOC,0
4013-UBXWQ,0
1534-OULXE,0
4926-UMJZD,0
3030-YDNRM,0
3030-YZADT,0
6862-CQUMB,3
0611-DFXKO,5
6891-JPYFF,0
7018-WBJNK,0
7727-SHVZV,0
5766-FTRTS,0
2452-SNHFZ,0
0685-MLYYM,0
0215-BQKGS,3
7758-XKCBS,0
6400-BWQKW,1
1357-MVDOZ,0
2137-DQMEV,0
0691-JVSYA,0
4423-JWZJN,3
4220-TINQT,0
8375-DKEBR,0
9058-HRZSV,2
2359-QWQUL,0
7395-IGJOS,2
7595-EHCDL,0
6839-ITVZJ,0
4759-TRPLW,0
0746-JTRFU,1
6907-NZZIJ,0
0260-ZDLGK,0
3655-SNQYZ,1
9102-OXKFY,1
6223-DHJGV,1
7594-LZNWR,1
1841-YSJGV,0
5519-NPHVG,0
1722-LDZJS,0
4282-MSACW,1
0727-BNRLG,0
9142-KZXOP,0
9874-QLCLH,0
5906-BFOZT,0
3969-GYXEL,0
8033-VCZGH,0
6048-QBXKL,1
0374-FIUCA,0
2639-UGMAZ,0
3398-ZOUAA,0
5294-DMSFH,0
8676-TRMJS,0
1135-LMECX,5
6766-HFKLA,0
2169-RRLFW,0
7964-YESJC,0
1024-KPRBB,0
0581-MDMPW,1
2226-ICFDO,0
6981-TDRFT,0
9659-QEQSY,0
5669-SRAIP,5
5673-TIYIB,0
9801-GDWGV,0
9448-REEVD,0
0794-YVSGE,0
0378-CJKPV,0
4510-HIMLV,0
8562-GHPPI,0
9570-KYEUA,0
1755-RMCXH,0
2155-AMQRX,0
3721-CNZHX,3
4983-CLMLV,0
8837-VVWLQ,0
6174-NRBTZ,0
4616-EWBNJ,0
1935-IMVBB,0
8645-KWHJO,1
8623-ULFNQ,0
3612-YVGSJ,4
7083-MIOPC,0
6016-NXBNJ,0
1400-MMYXY,4
6834-NXDCA,0
2805-EDJPQ,1
4647-XXZAM,0
5914-GXMDA,1
5681-LLOEI,1
5651-CRHKQ,0
0224-NIJLP,0
8728-SKJLR,0
5035-PGZXH,0
9795-VOWON,2
5271-YNWVR,0
6260-ONULR,0
6614-FHDBO,0
1154-HYWWO,1
9200-NLNPD,0
8705-DWKTI,0
6857-TKDJV,0
6972-SNKKW,1
0374-IOEGQ,0
1371-WEPDS,0
3262-EIDHV,0
5977-CKHON,0
4184-VODJZ,0
7328-OWMOM,0
8128-YVJRG,0
0361-HJRDX,0
8577-QSOCG,0
9027-YFHQJ,0
8182-BJDSI,0
3254-YRILK,1
0365-BZUWY,0
3594-IVHJZ,0
9732-EQMWY,0
4130-MZLCC,0
5650-VDUDS,0
6629-CZTTH,0
9194-GFVOI,0
7649-SIJJF,0
9805-FILKB,0
9586-JGQKH,1
5510-BOIUJ,0
8003-EWNDZ,0
6158-DWPZT,1
6368-TZZDT,0
6715-OFDBP,0
0842-IWYCP,1
8610-WFCJF,0
1763-WQFUK,0
1319-YLZJG,0
7235-NXZCP,5
5931-FLJJF,0
3419-SNJJD,0
7284-ZZLOH,0
9746-MDMBK,0
5857-TYBCJ,0
7470-MCQTK,0
9633-XQABV,0
2525-GVKQU,0
6328-ZPBGN,0
7109-MFBYV,0
0795-GMVQO,5
2038-LLMLM,0
7554-NEWDD,3
1342-JPNKI,1
0411-EZJZE,0
6917-FIJHC,0
4716-HHKQH,0
0096-FCPUF,0
1689-MRZQR,5
8884-FEEWR,4
5244-IRFIH,1
2055-BFOCC,0
0927-LCSMG,0
4897-QSUYC,0
1131-SUEKT,0
4622-YNKIJ,0
1436-ZMJAN,0
0744-BIKKF,0
5016-IBERQ,1
8387-UGUSU,0
5840-NVDCG,0
3842-QTGDL,0
7861-UVUFT,2
9825-YCXWZ,0
1143-NMNQJ,0
5649-TJHOV,0
3413-CSSTH,0
5574-NXZIU,0
6474-FVJLC,0
4628-CTTLA,0
7758-UJWYS,0
7369-TRPFD,0
7633-MVPUY,0
7739-LAXOG,0
0074-HDKDG,0
4816-OKWNX,1
0670-ANMUU,0
8277-RVRSV,0
6711-FLDFB,0
3378-AJRAO,0
5353-WILCI,0
4998-IKFSE,0
5924-SNGKP,0
9134-WYRVP,1
6119-SPUDB,3
3198-VELRD,0
4750-ZRXIU,5
5311-IHLEI,0
1636-NTNCO,0
5204-QZXPU,0
4301-VVZKA,0
7126-RBHSD,1
8573-JGCZW,1
3806-YAZOV,0
9979-RGMZT,0
2346-CZYIL,0
6447-EGDIV,0
3387-VATUS,0
8961-QDZZJ,4
9046-JBFWA,0
7268-IGMFD,1
2874-YXVVA,1
2039-JONDJ,0
2282-YGNOR,0
6922-NCEDI,5
2660-EMUBI,1
1363-TXLSL,0
6060-QBMGV,1
6087-MVHJH,0
5751-USDBL,0
4657-FWVFY,4
0080-OROZO,0
3308-DGHKL,0
1525-LNLOJ,0
2592-HODOV,1
1297-VQDRP,0
3847-BAERP,0
0463-ZSDNT,0
0523-VNGTF,1
1608-GMEWB,0
0840-DCNZE,3
4957-SREEC,0
2833-SLKDQ,0
1304-SEGFY,0
8894-JVDCV,0
0480-BIXDE,3
1658-XUHBX,2
3811-VBYBZ,0
2516-XSJKX,4
5753-QQWPW,0
4450-YOOHP,1
7924-GJZFI,0
7254-IQWOZ,0
6333-YDVLT,0
0853-NWIFK,0
9391-DXGGG,0
1183-CANVH,0
7663-ZTEGJ,0
4690-PKDQG,0
1936-UAFEH,0
9554-DFKIC,1
3489-VSFRD,1
4567-AKPIA,0
7698-YFGEZ,0
4310-KEDTB,0
6358-LYNGM,1
3733-LSYCE,0
4826-XTSOH,0
4135-FRWKJ,0
8481-YYXWG,0
8748-HFWBO,0
2599-CZABP,0
6621-NRZAK,0
6546-OPBBH,0
6686-YPGHK,2
1921-KYSAY,0
2403-BCASL,1
0997-YTLNY,0
9972-VAFJJ,3
6769-DCQLI,0
4559-UWIHT,0
4283-FUTGF,0
5902-WBLSE,0
6967-PEJLL,0
6127-IYJOZ,0
6916-HIJSE,0
2984-RGEYA,0
2748-MYRVK,0
0164-APGRB,1
2446-PLQVO,1
9158-VCTQB,0
3258-ZKPAI,5
7271-AJDTL,0
0909-SELIE,3
7838-LAZFO,0
3411-WLRSQ,1
3791-LGQCY,0
7319-VENRZ,0
2208-NQBCT,3
7674-YTAFD,0
8160-HOWOX,0
5296-PSYVW,0
3420-YJLQT,0
3070-DVEYC,0
0266-CLZKZ,0
3551-HUAZH,0
6959-UWKHF,0
2604-XVDAM,1
9717-IOAAF,0
5570-PTWEH,4
6331-LWDTQ,0
9753-OYLBX,3
3982-JGSFD,5
8058-INTPH,0
1866-RZZQS,0
8402-EIVQS,2
1750-CSKKM,0
2387-KDZQY,0
9489-DEDVP,0
1872-EBWSC,0
2845-KDHVX,1
7321-ZNSLA,3
8375-KVTHK,1
5729-KLZAR,0
7964-ZRKKG,0
7000-WCEVQ,0
7881-EVUAD,5
5473-KHBPS,1
1996-DBMUS,0
7147-AYBAA,0
0513-RBGPE,0
2129-ALKBS,0
1794-SWWKL,0
5802-ADBRC,0
1131-QQZEB,0
0196-JTUQI,1
1273-MTETI,0
2749-CTKAJ,0
7216-KAOID,0
6959-GQEGV,0
7623-TRNQN,0
7156-MXBJE,4
8808-ELEHO,1
0310-SUCIN,4
4298-OYIFC,0
1539-LNKHM,1
5044-LRQAQ,5
6746-WAUWT,0
2114-MGINA,0
4514-GFCFI,0
4636-QRJKY,0
0582-AVCLN,4
9237-HQITU,2
9112-WSNPU,0
3824-RHKVR,0
5168-MSWXT,2
7869-ZYDST,0
3785-KTYSH,0
4717-GHADL,0
8336-TAVKX,0
5788-YPOEG,0
5863-OOKCL,2
5297-MDOIR,0
5458-CQJTA,0
7047-FWEYA,3
1396-QWFBJ,0
1399-OUPJN,0
2580-ASVVY,0
0486-LGCCH,0
4391-RESHN,0
2465-BLLEU,0
0392-BZIUW,0
6586-MYGKD,0
4732-RRJZC,0
6260-XLACS,0
6173-GOLSU,2
1027-LKKQQ,0
7240-ETPTR,0
7463-IFMQU,0
9730-DRTMJ,0
6772-KSATR,0
6645-MXQJT,1
8294-UIMBA,0
2921-XWDJH,0
3855-ONCAR,0
6691-CCIHA,0
9715-SBVSU,1
5397-TUPSH,2
1357-BIJKI,0
7247-XOZPB,0
2135-DQWAQ,5
1029-QFBEN,0
2157-MXBJS,0
1455-ESIQH,0
3003-CMDUU,0
7025-WCBNE,0
0727-IWKVK,0
6823-SIDFQ,0
4927-WWOOZ,1
2616-FLVQC,0
4361-BKAXE,1
7137-RYLPP,0
6646-VRFOL,0
2533-QVMSK,0
6551-ZCOTS,0
1447-PJGGA,4
2419-FSORS,0
3545-CNWRG,4
9833-TGFHX,0
0468-YRPXN,0
7596-ZYWBB,0
4644-OBGFZ,0
2002-MZHWP,3
2856-HYAPG,1
4759-PXTAN,4
3675-YDUPJ,0
2616-UUTFK,0
5446-DKWYW,0
6352-TWCAU,0
0508-SQWPL,0
3410-YOQBQ,0
0519-DRGTI,0
6384-VMJHP,1
9361-YNQWJ,0
1137-DGOWI,0
4282-YMKNA,3
5324-KTGCG,0
8183-ONMXC,1
9621-OUPYD,0
8456-QDAVC,0
5696-EXCYS,0
6982-UQZLY,0
1116-DXXDF,5
9108-EJFJP,2
9688-YGXVR,0
9602-WCXPI,0
2925-VDZHY,0
8267-KFGYD,3
6569-KTMDU,0
2675-DHUTR,0
5167-GBFRE,0
2043-WVTQJ,0
0895-LMRSF,0
5457-COLHT,0
7617-EYGLW,0
9957-YODKZ,0
3011-WQKSZ,5
8224-IVVPA,0
6685-XSHHU,0
3656-TKRVZ,0
0761-AETCS,0
7248-VZQLC,1
7294-TMAOP,0
8805-JNRAZ,0
9524-EGPJC,0
3563-SVYLG,0
1216-BGTSP,0
5777-KJIRB,0
8024-XNAFQ,2
2386-LAHRK,1
4012-YCFAI,3
6861-OKBCE,0
1705-GUHPV,0
2995-YWTCD,0
1163-ONYEY,0
7576-OYWBN,0
1930-BZLHI,0
6614-VBEGU,0
8220-OCUFY,0
0021-IKXGC,4
5959-BELXA,0
9233-PSYHO,0
0023-HGHWL,2
6087-YPWHO,0
5317-FLPJF,0
1927-QEWMY,0
9350-ZXYJC,0
1724-BQUHA,1
1047-NNCBF,2
8625-AZYZY,0
4018-KJYUY,0
9068-FHQHD,0
7026-YMSBE,0
5176-OLSKT,1
4547-KQRTM,1
2582-FFFZR,0
9514-JDSKI,0
9821-POOTN,3
4361-FEBGN,0
1264-BYWMS,3
8058-JMEQO,0
3932-CMDTD,0
9631-XEYKE,1
2208-UGTGR,0
7354-OIJLX,3
0257-ZESQC,0
9210-IAHGH,0
9738-QLWTP,0
7394-FKDNK,3
5980-NOPLP,1
7270-BDIOA,5
0730-BGQGF,2
9013-AQORL,0
6242-FEGFD,4
4077-HWUYD,0
3658-KIBGF,0
7198-GLXTC,0
9199-PWQVC,0
9644-UMGQA,0
8564-LDKFL,2
1666-JXLKU,0
0156-FVPTA,0
9391-YZEJW,0
2007-QVGAW,4
9565-DJPIB,0
3229-USWAR,0
8033-ATFAS,4
0932-YIXYU,2
2242-MFOTG,0
5707-ZMDJP,0
6696-YDAYZ,0
1400-WIVLL,0
5614-DNZCE,1
1832-PEUTS,0
6646-QVXLR,0
5835-BEQEU,0
4614-NUVZD,2
7571-YXDAD,0
5385-SUIRI,0
7234-FECYN,0
0822-GAVAP,1
6161-UUUTA,0
8421-WZOOW,4
0607-MVMGC,0
2612-PHGOX,3
7486-KSRVI,0
6476-EPYZR,0
3399-BMLVW,0
2656-TABEH,0
1866-DIOQZ,1
8990-YOZLV,0
6522-OIQSX,5
9647-ERGBE,0
0487-CRLZF,0
5176-LMJXE,3
1602-IJQQE,0
7931-PXHFC,0
0060-FUALY,0
4203-QGNZA,0
8535-SFUTN,0
9392-XBGTD,0
0147-ESWWR,0
2472-OVKUP,0
1591-MQJTP,0
0979-PHULV,0
0547-HURJB,0
5985-TBABQ,0
2386-OWURY,2
1399-UBQIU,0
8361-LBRDI,1
6469-MRVET,0
0484-JPBRU,0
8885-QSQBX,0
2746-DIJLO,0
6234-RAAPL,0
8108-UXRQN,0
8495-LJDFO,0
2205-LPVGL,0
5996-DAOQL,0
5419-JKZNQ,0
8905-IAZPF,0
6711-VTNRE,1
3712-PKXZA,0
5052-PNLOS,0
2193-SFWQW,0
7030-NJVDP,1
1599-MMYRQ,0
8295-KMENE,0
0390-DCFDQ,0
3858-VOBET,0
4199-QHJNM,5
4236-UJPWO,1
2188-SXWVT,0
8069-YQQAJ,0
7527-QNRUS,0
9801-NOSHQ,1
8540-ZQGEA,0
0829-DDVLK,0
9172-ANCRX,0
5249-QYHEX,0
0442-ZXKVS,0
2725-TTRIQ,0
3635-QQRQD,5
1866-ZSLJM,0
3866-MDTUB,1
1905-OEILC,0
9367-WXLCH,0
7134-MJPDY,1
1448-CYWKC,0
0674-GCDXG,4
2758-RNWXS,0
4317-VTEOA,0
3796-ENZGF,0
9851-QXEEQ,0
7153-CHRBV,0
1704-NRWYE,0
0129-QMPDR,2
9950-MTGYX,5
1564-HJUVY,0
2634-HCZGT,0
7096-UCLNH,1
2657-ALMWY,0
5642-MHDQT,0
1571-SAVHK,0
9350-VLHMB,0
9770-KXGQU,0
2040-VZIKE,0
0628-CNQRM,0
4194-FJARJ,0
2088-IEBAU,0
6267-DCFFZ,0
6563-VNPMN,1
9127-FHJBZ,1
6585-WCEWR,1
6231-WFGFH,4
1402-PTHGN,1
5609-IMCGG,0
